,coexpression_counts
FKBP1C,80
LINC01615,80
KBTBD2,80
SUGCT,80
BX890604.1,80
DDHD2,80
MCM4,80
NSMAF,80
VPS13B,80
NAPRT,80
CBWD1,80
HACD4,80
DCAF12,80
C9orf40,80
CEP78,80
NFIL3,80
ANGPTL2,80
C9orf116,80
SIPA1,80
FAM168A,80
JRKL,80
NPAT,80
AVPI1,80
NCAPD2,80
DIP2B,80
KITLG,80
NTN4,80
DLEU2,80
TMEM121,80
CCDC9B,80
SNHG19,80
GPRC5B,80
AKAP1,80
CEP95,80
TRAPPC8,80
C18orf25,80
ARFGEF2,80
ZNF562,80
KRI1,80
WDR83,80
LYL1,80
SLC27A5,80
SLC35E4,80
PPARA,80
UBIAD1,79
KTI12,79
OLFML3,79
SRGAP2B,79
EFNA4,79
PIGM,79
DARS2,79
ATOH8,79
CNPPD1,79
ACKR3,79
CHCHD4,79
CNOT10,79
HEMK1,79
RPP14,79
MME,79
PHC3,79
STIM2,79
TENM3,79
NUP155,79
AGGF1,79
FAM193B,79
ELOVL4,79
ANKMY2,79
RINT1,79
THAP5,79
GPKOW,79
TAF1,79
TCEAL7,79
EXTL3,79
TRIQK,79
FBXL6,79
SESN3,79
AP002884.1,79
BMI1,79
VPS33A,79
ULK1,79
PROSER1,79
AREL1,79
VPS39,79
RNF111,79
THSD4,79
BBS4,79
CCDC102A,79
DDX19A,79
ACSF3,79
COX10,79
TLCD1,79
RARA,79
YPEL2,79
SYNGR2,79
FAAP100,79
RAB12,79
NECAB3,79
UQCC1,79
MPND,79
RAB11B-AS1,79
CC2D1A,79
OPA3,79
SIX5,79
CCDC8,79
THAP3,78
LRRC8C,78
CCDC18,78
KHDC4,78
POU2F1,78
NVL,78
CNIH3,78
RRM2,78
EHD3,78
TMEM150A,78
PGAP1,78
ADAM23,78
OGG1,78
NR2C2,78
HACL1,78
MYD88,78
TCAIM,78
HACD2,78
PCOLCE2,78
BST1,78
KLHL8,78
SRD5A1,78
MIR4458HG,78
PCDH1,78
BNIP1,78
RPP40,78
RBM24,78
NRM,78
TNFRSF21,78
PEX3,78
ZFAND2A,78
SEMA3D,78
OTUD6B,78
PYCR3,78
SPOUT1,78
MED22,78
PAMR1,78
NXF1,78
MUS81,78
NCAPD3,78
JCAD,78
LETMD1,78
NEDD1,78
BRI3BP,78
TBC1D4,78
RNF219,78
DTD2,78
VRK1,78
ARPIN,78
TARSL2,78
UNKL,78
TELO2,78
FAM83G,78
PNPO,78
DLGAP1-AS1,78
SMOX,78
MGME1,78
PET117,78
DOCK6,78
ZNF574,78
TRMT2A,78
TBC1D10A,78
NCAPH2,78
RNF207,77
PLEKHG5,77
ADCY3,77
NDUFAF7,77
VRK2,77
C2orf74,77
PELI1,77
MCM6,77
P4HTM,77
PIK3CB,77
AC046143.1,77
RGS12,77
DCAF16,77
CEP135,77
MDC1,77
RXRB,77
KIAA1586,77
FBXL4,77
RNF146,77
PODXL,77
MIR222HG,77
PRAG1,77
AC027031.2,77
ZNF7,77
NOL6,77
FAM122A,77
STX17,77
ASB6,77
INTS5,77
USP28,77
PCGF6,77
LEMD3,77
NUP107,77
BRAP,77
KDM2B,77
SLC46A3,77
COG3,77
KIAA0586,77
GON7,77
ZNF592,77
ORC6,77
PRMT7,77
EPG5,77
CTDP1,77
FASTKD5,77
FOXS1,77
FAM98C,77
MYPOP,77
ZBTB45,77
TANGO2,77
DNAL4,77
LINC00310,77
TINAGL1,76
LINC01137,76
SZT2,76
PEX11B,76
GOLPH3L,76
S100A3,76
INTS3,76
DEDD,76
RABGAP1L,76
SDE2,76
BCL11A,76
SNRK,76
TIPARP,76
SH3BP2,76
MANBA,76
USP53,76
LRBA,76
GFM2,76
TAP2,76
TRMT11,76
PHF10,76
GUSB,76
TYW1,76
NUP205,76
CLCN5,76
MFHAS1,76
SLC2A8,76
APBB1,76
KIAA1549L,76
NUDT8,76
SGMS1,76
INPP5A,76
PHC1,76
B4GALNT1,76
SLC16A7,76
FBXW8,76
ATP6V0A2,76
RAB2B,76
FBXO34,76
TTLL5,76
DNAJC17,76
DENND4A,76
SMAD6,76
KIF23,76
ZSCAN2,76
CAPN15,76
PIGQ,76
GLIS2,76
ZNF768,76
ZNF629,76
ADCY7,76
ADAT1,76
MTMR4,76
METTL4,76
SOX12,76
POLR3F,76
MYBL2,76
UBE2C,76
TCFL5,76
ELL,76
ALKBH6,76
TRPM4,76
ZNF766,76
ZNF160,76
HIRA,76
ZDHHC8,76
MCAT,76
FAM118A,76
H6PD,75
LRRC8D,75
GDAP2,75
B3GALNT2,75
DYNC2LI1,75
AMMECR1L,75
ORC2,75
MYNN,75
MFSD8,75
ANKRD37,75
ARSK,75
MDFI,75
QRSL1,75
PDSS2,75
URGCP,75
GNAI1,75
DMTF1,75
PTN,75
ZNF777,75
ZNF746,75
PPP2R3B,75
MICU3,75
GALT,75
TSTD2,75
FAM102A,75
CEND1,75
ANKRD42,75
LAYN,75
ZW10,75
SIRT1,75
TMEM254,75
DPYSL4,75
CSAD,75
DNAJC14,75
SETD1B,75
TRPC4,75
TTC7B,75
ISG20,75
LRRC28,75
ZFP90,75
CMTR2,75
MINK1,75
GIT1,75
SLFN12,75
MYO19,75
FBXL20,75
MED24,75
AC067852.2,75
ZCCHC2,75
ZCCHC3,75
GZF1,75
DCAF15,75
WTIP,75
ZNF814,75
MN1,75
TTLL12,75
MIR99AHG,75
APP,75
NMNAT1,74
TRMT13,74
BOLA1,74
RBBP5,74
PPP2R5A,74
NCOA1,74
AGBL5,74
EXOC6B,74
GCFC2,74
BARD1,74
EAF1,74
SHQ1,74
TNK2,74
SLIT2,74
NFXL1,74
AASDH,74
CNOT6L,74
TRIP13,74
GRAMD2B,74
DUSP22,74
MANEA,74
USP45,74
CCDC28A,74
AHR,74
IMMP2L,74
PRKAG2,74
BRWD3,74
SLC25A14,74
ELP3,74
UBXN8,74
WRN,74
STK3,74
KHDRBS3,74
RNF38,74
CEMIP2,74
PCSK5,74
SLC22A18,74
MAP4K2,74
KDELC2,74
SLF2,74
POLL,74
ARNTL2,74
LINC00941,74
ATP11A,74
ENTPD5,74
TECPR2,74
TLN2,74
HIRIP3,74
ENKD1,74
MON1B,74
HSDL1,74
ACSF2,74
HDHD2,74
MALT1,74
ZNF335,74
CHAF1A,74
XAB2,74
SMG9,74
PPP1R13L,74
H1F0,74
ADARB1,74
XKR8,73
DDX20,73
XPR1,73
TRMT1L,73
TMEM206,73
CNST,73
RMND5A,73
FBLN7,73
RBM43,73
PMS1,73
PDE6D,73
TATDN2,73
ZNF621,73
TACC3,73
ZBED3,73
DNAJC18,73
ID4,73
HIST1H1E,73
KDM6A,73
ARHGEF9,73
HEPH,73
ABCB7,73
PDCD1LG2,73
SLC25A51,73
TBC1D13,73
PTGES,73
ZNF195,73
ZNF143,73
CLCF1,73
CAPN5,73
SLC25A16,73
KIAA1551,73
ZCCHC8,73
MPHOSPH9,73
ZNF84,73
ZNF268,73
CENPJ,73
SYNE2,73
TDP1,73
TRMT61A,73
DNAAF4,73
ZNF75A,73
TXNL4B,73
NLGN2,73
KAT2A,73
BMP2,73
ZNF91,73
ZNF526,73
XRCC1,73
ZC3H4,73
SSC5D,73
ZNF584,73
SPECC1L,73
MCM5,73
A4GALT,73
LTN1,73
SLC19A1,73
PRMT6,72
DDX59,72
TMEM63A,72
HIST3H2A,72
LMAN2L,72
NPHP1,72
GPD2,72
RNF123,72
ACTR8,72
KLHL24,72
ABCC5,72
PAQR3,72
HELQ,72
AGA,72
MTMR12,72
C5orf51,72
BMP6,72
WASF1,72
SKAP2,72
LINC00685,72
GEMIN8,72
ELF4,72
NUDT18,72
SPIDR,72
TMEM68,72
PRSS3,72
SNAPC4,72
TOR4A,72
SAAL1,72
VPS37C,72
FUT4,72
NET1,72
PARG,72
NECAP1,72
RIMKLB,72
AEBP2,72
NXPH4,72
PAN3,72
CCDC122,72
ITPK1,72
RPAP1,72
ERN1,72
SOX9,72
PIGU,72
PLCG1,72
RFX1,72
NR2C2AP,72
U2AF1L4,72
TRAPPC6A,72
IRF2BP1,72
ZNF175,72
RABL2B,72
WDR47,71
LINC00623,71
POLR3C,71
RGL1,71
TAF5L,71
TRMT61B,71
ANKRD36C,71
ARID5A,71
BTD,71
NKIRAS1,71
DENND6A,71
CEP97,71
DIRC2,71
EPHB1,71
CENPE,71
HAND2-AS1,71
FCHO2,71
BPHL,71
SLC22A23,71
GFOD1,71
SAYSD1,71
MICALL2,71
GLI3,71
ZNF775,71
ARSD,71
STK26,71
TMEM185A,71
GATA4,71
SPACA9,71
ELP4,71
ATG2A,71
FAM76B,71
ROBO3,71
PLXDC2,71
SNCG,71
ZNF518A,71
RASSF3,71
RITA1,71
LRCH1,71
TMTC4,71
TM9SF1,71
BRMS1L,71
TRMT5,71
ZNF668,71
DHODH,71
HDAC5,71
CABLES1,71
RMC1,71
ATP8B1,71
PXMP4,71
AURKA,71
SIPA1L3,71
B3GALT5,71
CDC20,70
DPH2,70
GORAB,70
ASPM,70
LYST,70
SLC5A6,70
PPP1R21,70
TMEM185B,70
HNMT,70
DNAJB2,70
ATR,70
ACOX3,70
TIFA,70
METTL14,70
DDX60L,70
GDNF,70
TRIM23,70
CETN3,70
HIST1H2BH,70
ATAT1,70
PIM1,70
CDK19,70
CEP85L,70
RSPH3,70
UBE2D4,70
ZNF3,70
ZNF185,70
KIF13B,70
IKBKB,70
RBM12B,70
DENND4C,70
STIM1,70
CWF19L2,70
ADO,70
FRAT2,70
LHPP,70
KDELC1,70
VASH1,70
TUBGCP4,70
HMG20A,70
LMF1,70
C16orf45,70
TK2,70
GPS2,70
TOM1L2,70
ABCA8,70
MIF4GD,70
RAB27B,70
SOCS6,70
CEP250,70
TTI1,70
NPEPL1,70
ANGPTL4,70
ISYNA1,70
OSCAR,70
NOL12,70
WRAP73,69
WDTC1,69
CLSPN,69
SCMH1,69
TOE1,69
RBMXL1,69
GSTM4,69
ZBTB41,69
AC009414.2,69
CAPG,69
KANSL3,69
SAP130,69
EPC2,69
CIP2A,69
DZIP3,69
N4BP2,69
PCDH10,69
GATB,69
TMEM267,69
FBXO38,69
CMTR1,69
PEX6,69
ZDHHC14,69
LFNG,69
ZNF117,69
ING3,69
SMO,69
ERI1,69
SCARA3,69
TOP1MT,69
TOR2A,69
TOR1B,69
EXD3,69
SERGEF,69
RPUSD4,69
BTAF1,69
MORN4,69
BTRC,69
MKI67,69
PRH1,69
UNC119B,69
RBM23,69
EFCAB11,69
TNFAIP2,69
MTFMT,69
LRRC49,69
HEATR3,69
CMTM4,69
RRAD,69
PSMB10,69
GAN,69
BORCS6,69
RAMP2,69
SP2,69
AC005332.7,69
ATP9A,69
B9D2,69
CLASRP,69
KPTN,69
AC005261.3,69
MTMR3,69
XPNPEP3,69
TFF3,69
SDC3,68
SLC25A44,68
RAB7B,68
TARBP1,68
RNF103,68
USF3,68
RCHY1,68
SCD5,68
TMEM131L,68
MAML1,68
CCZ1B,68
BMPER,68
UBN2,68
KIAA1147,68
RPGR,68
NUDT11,68
GNL3L,68
F8A1,68
PPP1R16A,68
MLLT3,68
UNC13B,68
GALNT12,68
SLC25A22,68
FANCF,68
METTL15,68
MTA2,68
FCHSD2,68
SLC35F2,68
ARHGAP32,68
ZFYVE27,68
R3HCC1L,68
KMT2D,68
AC048341.1,68
FGD6,68
CDADC1,68
ZFYVE1,68
ARHGAP11A,68
NUSAP1,68
LRRC57,68
ARMC5,68
CDH5,68
RAD51D,68
AARSD1,68
ETV4,68
PDK2,68
MILR1,68
LRRC45,68
AP5S1,68
NFS1,68
RPRD1B,68
MOCS3,68
ZNF714,68
SCN1B,68
DYRK1B,68
ZNF224,68
CARD8,68
GTSE1,68
TNFRSF9,67
PEX14,67
ZBTB17,67
IFFO2,67
ADGRB2,67
IPP,67
NDC1,67
ADAMTS4,67
MIR181A1HG,67
SLC1A4,67
ALMS1,67
ZNF514,67
TGFBRAP1,67
SOWAHC,67
AC012306.2,67
FASTKD1,67
SGO2,67
FAM126B,67
ULK4,67
MON1A,67
MAGI1,67
GATA2,67
IQCG,67
SULT1B1,67
SULT1E1,67
CCNA2,67
CENPU,67
TENT4A,67
TRIM41,67
TEAD3,67
MAD2L1BP,67
LRP11,67
ANLN,67
SAMD9L,67
ZNF467,67
NHS,67
GK,67
RP2,67
AR,67
NKRF,67
NEIL2,67
BRF2,67
LRRC14,67
PRR5L,67
DKK1,67
TBC1D12,67
EDRF1,67
FOXM1,67
P2RX4,67
OGFOD2,67
XPO4,67
STARD13,67
PCCA,67
NAXD,67
ATG2B,67
SNX33,67
ZNF263,67
AC008915.2,67
RFWD3,67
PFAS,67
TOB1,67
ZNF397,67
PREX1,67
UBE2V1,67
FEM1A,67
AP000311.1,67
HHLA3,66
SPAST,66
WDR92,66
PTPN4,66
COBLL1,66
ZNF35,66
SEMA3F,66
LINC00884,66
LCORL,66
TRMT10A,66
PDE5A,66
TMEM184C,66
JMY,66
AL138724.1,66
CCHCR1,66
CD109,66
SMPD2,66
PDE7B,66
PILRB,66
SPIN2B,66
TSPYL5,66
CNTNAP3B,66
GLE1,66
POMT1,66
RAPGEF1,66
UAP1L1,66
TRIM3,66
EMSY,66
NFRKB,66
CAMK1D,66
IFIT5,66
HPS6,66
MAP3K12,66
TRAFD1,66
TEDC1,66
GREM1,66
TMEM204,66
PLK1,66
GINS2,66
RNF166,66
INPP5K,66
MIS12,66
RPTOR,66
FERMT1,66
ZNF507,66
GPR4,66
LARGE1,66
FAM213B,65
MTHFR,65
FGGY,65
ZNF697,65
THBS3,65
ZNF496,65
CLIP4,65
MCEE,65
ZC3H6,65
CBWD2,65
CCDC71,65
TMEM175,65
CEP44,65
PPWD1,65
ARSB,65
MTX3,65
PPARGC1B,65
HMMR,65
BLOC1S5,65
KDM1B,65
HCG11,65
TAF8,65
MTO1,65
BCKDHB,65
SLC35A1,65
ZP3,65
TECPR1,65
PAXIP1,65
MED12,65
BEX4,65
GINS4,65
NCOA2,65
GBA2,65
RGP1,65
MELK,65
FAM27C,65
TMEM38B,65
ALAD,65
TPRN,65
DNAJC24,65
PPP2R5B,65
SSH3,65
AP002387.2,65
ANKRD49,65
GRAMD1B,65
ARMH3,65
LPCAT3,65
C1RL,65
FOXJ2,65
ACVR1B,65
GRASP,65
CEP83,65
VSIG10,65
FOXO1,65
NAA16,65
TMEM255B,65
NOP9,65
NDN,65
MEX3B,65
SNHG9,65
NAGPA,65
TMEM186,65
BRCA1,65
MAFG-DT,65
LAMA1,65
ELAC1,65
KIAA1468,65
ANKRD27,65
CPT1C,65
ZNF274,65
MORC2,65
SELENOO,65
FBXO42,64
NCDN,64
NSUN4,64
CRYZ,64
LRIG2,64
MTMR11,64
PLXNA2,64
FLVCR1,64
CEP68,64
IFT122,64
CLK4,64
BRPF3,64
SDHAF4,64
MYCT1,64
FAM220A,64
ITGB8,64
EZH2,64
ZNF282,64
TMLHE,64
TTC39B,64
LPAR1,64
AK1,64
ZER1,64
VAV2,64
CTSF,64
ARAP1,64
WDR37,64
ANKRD16,64
LDB1,64
MBD6,64
RAB3IP,64
PTPRB,64
TMEM19,64
THTPA,64
AC022613.1,64
ADAL,64
TRIM69,64
C15orf48,64
C15orf65,64
CIB2,64
FANCI,64
SETD1A,64
WWP2,64
KCTD11,64
AKAP10,64
SPAG4,64
GTPBP3,64
DACT3,64
TCF20,64
PRR5,64
ZNF295-AS1,64
EPHA2,63
SPATA6,63
CC2D1B,63
DEPDC1,63
DBT,63
AC093157.1,63
STRIP1,63
ST7L,63
BTG2,63
SLC41A1,63
LINC00467,63
BATF3,63
PCNX2,63
FAM49A,63
SFT2D3,63
DGKD,63
SCLY,63
CAPN10,63
RAD18,63
BRPF1,63
DCAF1,63
EBLN2,63
ST3GAL6,63
TMEM128,63
NCAPG,63
NAF1,63
IPO11,63
HSF2,63
SYTL3,63
ST7,63
TMEM209,63
SLC16A2,63
ATG4A,63
TP53INP1,63
IL11RA,63
TRAF2,63
ARRDC1,63
SPINDOC,63
FRMD8,63
INTS4,63
TIMM23B,63
AL135925.1,63
SLC25A28,63
PDE3A,63
NR2C1,63
PARPBP,63
RHOF,63
BCL7A,63
USPL1,63
METTL17,63
C14orf28,63
DLGAP5,63
COX16,63
TTC8,63
RIN3,63
FAN1,63
TYRO3,63
CGNL1,63
PLEKHO2,63
THOC6,63
SOCS1,63
SHCBP1,63
BANP,63
GABARAP,63
TOP2A,63
C20orf96,63
SLC23A2,63
SPATA2,63
UHRF1,63
ZNF431,63
NOVA2,63
APOL6,63
SNIP1,62
TIE1,62
PLPP3,62
OMA1,62
GBP2,62
MAGI3,62
PRKCE,62
AC092683.1,62
CCDC74B,62
DGKQ,62
HSD17B11,62
ETFDH,62
MTRR,62
PDE4D,62
SERINC5,62
ARRDC3,62
HIST1H1D,62
BTN3A1,62
PPARD,62
GCLC,62
FBXO5,62
DTX2,62
BAIAP2L1,62
CSTF2,62
RBM41,62
CYB5R2,62
WT1,62
ACCS,62
ZNF408,62
MADD,62
CHKA,62
FOXRED1,62
CHST3,62
HSPA12A,62
IFFO1,62
PPTC7,62
AJUBA,62
APBA2,62
AP4E1,62
RFX7,62
SCAPER,62
SEMA4B,62
SNN,62
DCUN1D3,62
TMEM220,62
SMCR8,62
NLK,62
TEX2,62
ABCA9,62
PTPRS,62
TAB1,62
AP000688.4,62
OSCP1,61
DNALI1,61
ZFYVE9,61
CSF1,61
IGSF8,61
PPOX,61
KLHL12,61
EXOC8,61
MEMO1,61
ACYP2,61
DAPL1,61
CAVIN2,61
CPOX,61
C3orf58,61
RAB28,61
PI4K2B,61
FAM173B,61
FBXL7,61
SSBP2,61
MEF2C,61
RANBP17,61
FAM8A1,61
MAPK13,61
ZNF318,61
LCA5,61
COQ3,61
STXBP5-AS1,61
TBP,61
MIOS,61
BBS9,61
CASD1,61
ORC5,61
HDAC6,61
LONRF1,61
UBXN2B,61
HGH1,61
LINC00476,61
ERCC6L2,61
BEST1,61
GAB2,61
HYLS1,61
CSTF2T,61
SSPN,61
SENP1,61
MMP17,61
DDX51,61
ATG14,61
BDKRB1,61
SLC25A29,61
LRRK1,61
ZNF205,61
CCP110,61
KAT8,61
MYOCD,61
TMEM106A,61
HOXB3,61
ZNF516,61
ZNF337,61
CBFA2T2,61
SRC,61
DOT1L,61
CCDC61,61
LIG1,61
ZNF880,61
MZF1,61
TOP3B,61
C1orf216,60
CITED4,60
LRP8,60
S100A2,60
DENND4B,60
LDAH,60
ATAD2B,60
SELENOI,60
KIAA1841,60
INPP4A,60
PPIL3,60
RHBDD1,60
RARB,60
GORASP1,60
IQCB1,60
ABTB1,60
TMCC1,60
SKP2,60
ERCC8,60
SLF1,60
JADE2,60
ANKHD1,60
ARSI,60
PEX7,60
AGK,60
ZNF398,60
PORCN,60
ZMYM3,60
ABCD1,60
PBK,60
TNFRSF11B,60
ZNF623,60
KDM4C,60
PHF2,60
RALGDS,60
FAM69B,60
TKFC,60
CEP126,60
ARHGAP12,60
HHEX,60
EXOC6,60
CEP55,60
DNMBP,60
SLC2A13,60
CSRNP2,60
DGKA,60
ZNF26,60
NHLRC3,60
BBOF1,60
MLH3,60
INAFM2,60
SPATA5L1,60
STOML1,60
PRC1,60
PLA2G15,60
PIGL,60
PSMC3IP,60
LSM14B,60
SS18L1,60
CCDC97,60
EML2,60
A1BG-AS1,60
DUSP18,60
ZBTB21,60
PIGV,59
BTBD19,59
WARS2,59
SETDB1,59
KIF3C,59
C2orf76,59
NR4A2,59
SPEG,59
ERFE,59
LARS2,59
VGLL3,59
EEFSEC,59
CEP70,59
CHST2,59
BCL6,59
AP001816.1,59
AC098487.1,59
HARS2,59
KCTD16,59
RPP21,59
TMEM217,59
GTPBP10,59
PARP12,59
CLCN4,59
ZRSR2,59
PRRG1,59
TBC1D25,59
KIF4A,59
TAF9B,59
DOCK11,59
TMEM187,59
STC1,59
AGTPBP1,59
PTPDC1,59
DDX31,59
FAM160A2,59
TCP11L1,59
NAA40,59
POLA2,59
RELT,59
EED,59
ACAD8,59
DHTKD1,59
8-Mar,59
CHUK,59
SUFU,59
INPP5F,59
TACC2,59
C10orf88,59
PSTK,59
TMTC1,59
RARG,59
ATP23,59
POC1B,59
ATP2B1-AS1,59
DCN,59
MVK,59
NRAV,59
CDK8,59
MDP1,59
PRKD1,59
HYPK,59
ZNF710,59
RCCD1,59
AXIN1,59
VASN,59
NPIPB5,59
GSE1,59
FOXC2-AS1,59
AC004148.2,59
HOXB-AS1,59
TNRC6C,59
GAREM1,59
LINC00909,59
NUDT19,59
LRFN3,59
AC020915.3,59
HIC2,59
TTLL1,59
NUP50-DT,59
LRRC38,58
LDLRAP1,58
GPSM2,58
AL392172.1,58
DNAH14,58
TFB2M,58
PPP3R1,58
LINC01943,58
ANKRD36,58
CKAP2L,58
CSRNP1,58
ENTPD3-AS1,58
NEK4,58
SPICE1,58
WDR19,58
ANXA3,58
INTU,58
EXOC3-AS1,58
TRAPPC13,58
CREBRF,58
THOC3,58
HIST1H1A,58
C6orf136,58
MED20,58
CGAS,58
SOBP,58
ZUP1,58
CDCA7L,58
POLM,58
VPS50,58
BCLAF3,58
MTMR1,58
PTPRD,58
IPPK,58
CDC14B,58
CDK1,58
DNAJC22,58
SYT1,58
CHST11,58
HOMEZ,58
AP4S1,58
VCPKMT,58
NIPA1,58
MAP2K5,58
RAB40C,58
COQ7,58
EARS2,58
FBXL19,58
DUS2,58
HSD17B1,58
ABCA5,58
RBM38,58
ZNF512B,58
PPP1R14A,58
CHEK2,58
HDAC10,58
ADM2,58
HMCN1,57
TRIB2,57
TTC21B,57
ITPR1,57
SATB1,57
POC1A,57
PIK3R4,57
MCCC1,57
ANKS1A,57
MED23,57
OSBPL3,57
MTERF1,57
ADCK2,57
AC009403.1,57
NCAPG2,57
KLHL4,57
ZBTB33,57
ENOX2,57
NRG1,57
POLB,57
TMEM8B,57
C11orf54,57
C11orf71,57
HINFP,57
IL15RA,57
KIF11,57
IRAK4,57
COQ10A,57
THAP2,57
E2F7,57
UNG,57
CRYL1,57
NUBPL,57
AL133453.1,57
BRF1,57
ZFYVE19,57
ZNF213-AS1,57
TAF1C,57
VPS9D1-AS1,57
TRIM16L,57
ALDOC,57
RNFT1,57
CEP112,57
KCTD2,57
CYTH1,57
SGSH,57
HEXDC,57
NANP,57
PLAGL2,57
ELMO2,57
HELZ2,57
HSD11B1L,57
ZNF557,57
MRI1,57
ZNF134,57
APOBEC3F,57
GLMN,56
C1orf198,56
LCLAT1,56
GALM,56
THADA,56
DYSF,56
TYW5,56
DAW1,56
LIMD1,56
PXYLP1,56
NAP1L5,56
SLC9B2,56
CTSO,56
NADK2,56
TMEM161B-AS1,56
ERAP1,56
SIRT5,56
TBC1D22B,56
MAP3K5,56
AC018647.2,56
AC004951.1,56
ZNF92,56
RBM48,56
TAB3,56
DLG3,56
SLC9A6,56
RDH10,56
CNTRL,56
AL441992.1,56
TMEM135,56
VPS11,56
C2CD2L,56
PDSS1,56
ZNF33B,56
ADCY6,56
SARNP,56
MMP19,56
AC025159.1,56
NT5DC3,56
HCFC2,56
CRY1,56
FLT1,56
VWA8,56
RNASE1,56
PELI2,56
ALDH6A1,56
FBLN5,56
PYGO1,56
CORO7,56
1-Sep,56
ATXN1L,56
FBXO31,56
SGSM2,56
AC007952.4,56
MAPK7,56
CNTNAP1,56
GAPLINC,56
IMPA2,56
RNF152,56
ZNF407,56
TSHZ1,56
HSBP1L1,56
MKKS,56
PRR12,56
ZNF324,56
NIPAL3,55
PTBP2,55
PSRC1,55
AP4B1,55
NBPF19,55
DENND1B,55
WDR35,55
FAM228B,55
ELMOD3,55
SPOPL,55
SETMAR,55
IQSEC1,55
PPM1M,55
IFT80,55
SHROOM1,55
AC008608.2,55
SERPINB9,55
EDN1,55
FKBP5,55
ABCC10,55
POLH,55
DOCK4,55
MID1,55
IQSEC2,55
BEX1,55
TSC22D3,55
PDE7A,55
TRMT12,55
ZNF189,55
INPP5E,55
CLP1,55
AP5B1,55
SIK2,55
NRGN,55
SUPV3L1,55
LRRC27,55
DUSP16,55
GPRC5D-AS1,55
TROAP,55
RACGAP1,55
PHETA1,55
MAP1LC3B2,55
TUBGCP3,55
RIOX1,55
SPATA7,55
PPCDC,55
DECR2,55
WDR24,55
ZNF200,55
PSKH1,55
CRLF3,55
RFFL,55
TADA2A,55
DCAKD,55
C17orf80,55
TMEM94,55
ENGASE,55
CCDC102B,55
ZNF236,55
CACTIN,55
ZNF317,55
ZNF254,55
ZNF567,55
CCDC106,55
ZNF71,55
GNB1L,55
SCARF2,55
EVA1C,55
ZNF362,54
ZMYM6,54
C1orf50,54
ALG6,54
GBP4,54
FAM69A,54
RBM15,54
PLA2G4A,54
DNMT3A,54
PRRT3-AS1,54
CMTM8,54
ZNF197,54
UBA7,54
SLC35A5,54
B3GALNT1,54
PACRGL,54
SCFD2,54
SLC39A8,54
ANXA10,54
SPRY4,54
TJAP1,54
ZNF316,54
CROT,54
PEX1,54
ZKSCAN5,54
FAM200A,54
C7orf43,54
CADPS2,54
PLEKHF2,54
GASAL1,54
JRK,54
KANK1,54
SEC61A2,54
CWF19L1,54
KANSL2,54
RFC5,54
BCL2L2,54
FRMD6-AS1,54
BNC1,54
MKL2,54
WDR81,54
CNTROB,54
AURKB,54
LRRC37B,54
TBX2,54
ARSG,54
TRIM65,54
TMEM241,54
RNF138,54
NCOA5,54
MHENCR,54
TGFBR3L,54
ZSWIM4,54
ZNF626,54
ZNF260,54
TMEM91,54
ZSCAN18,54
ESS2,54
THAP7-AS1,54
RNF215,54
CDPF1,54
MAPK11,54
TMEM201,53
CROCC,53
ZDHHC18,53
SNHG12,53
ZBTB8A,53
ZBTB7B,53
TTC7A,53
SEMA4F,53
ST3GAL5,53
BUB1,53
ZBTB11-AS1,53
DTX3L,53
RARRES1,53
HAUS3,53
UBA6-AS1,53
DDX60,53
LIFR,53
SLC38A9,53
ANKRA2,53
TSLP,53
BTN2A2,53
HIST1H1B,53
FKBPL,53
ADAP1,53
RBAK,53
GIGYF1,53
GCC1,53
SMIM10,53
AC016065.1,53
AC044849.1,53
TRIB1,53
NPR2,53
TRMT10B,53
DNM1,53
OSBPL5,53
CSKMT,53
NOX4,53
MED17,53
TRDMT1,53
MASTL,53
PRPF40B,53
ACADS,53
GALC,53
CEP152,53
AP3S2,53
SULT1A1,53
DDX28,53
GAS8,53
CTNS,53
PECAM1,53
SLC39A11,53
KCTD1,53
CCDC68,53
NFATC1,53
KIZ,53
SLC17A9,53
COL5A3,53
MED26,53
PGPEP1,53
ZNF302,53
APLP1,53
ZNF528,53
RTL10,53
C21orf58,53
MMP23B,52
ARHGEF19,52
ARHGEF10L,52
GABPB2,52
BPNT1,52
OPN3,52
CENPO,52
PAPOLG,52
DCAF17,52
NUP35,52
ZDBF2,52
ATG16L1,52
FBXL2,52
FYCO1,52
LINC00960,52
GTF2E1,52
TRPC1,52
FBXO8,52
POC5,52
LMNB1,52
CARD11,52
ZNF138,52
LINC01003,52
DMD,52
C8orf48,52
RAB11FIP1,52
DDX58,52
GNE,52
SNX30,52
ZBTB6,52
AC124798.1,52
AP002360.1,52
ALKBH8,52
AKR1C3,52
DCLRE1C,52
KIAA1217,52
FAM149B1,52
MTG1,52
SLC48A1,52
TIMELESS,52
ZNF140,52
RFC3,52
SMAD9,52
SGPP1,52
KNL1,52
DMXL2,52
ADAMTS7,52
NARFL,52
CRAMP1,52
NOMO1,52
SGF29,52
DBNDD1,52
WRAP53,52
LINC00672,52
GAA,52
CEP192,52
PCED1A,52
TGIF2,52
NFATC2,52
PROSER3,52
SARS2,52
COQ8B,52
ZSWIM9,52
LZTR1,52
AP000223.1,52
SMIM1,51
GPATCH3,51
MAP3K6,51
TRIT1,51
